"style-scope src","yt-simple-endpoint href","style-scope","Account name","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2"
"https://yt3.ggpht.com/wZjo4Nl3ryCllTbnVlktHplrldDBBwYxGXOLWr-L25jLJscGEj1woRLwV3_CHcv82Sdmkb--TQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@yourerightbut","@yourerightbut","4 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugzt-Q8nzzivuQYosVd4AaABAg","They're being really hard on these guys and showing themselves to be really ignorant. My guess is they are hamming it up for television and they wouldnt typically behave this way or ask these silly of questions.","152"
"https://yt3.ggpht.com/Wn75JdGqX2obtGguTZL_V71c0854_u6lwagIiaPOijcjh9tZ_wsK0N5W3i1yxP-y23MO4GUw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@tonycas","@tonycas","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugx8FJ6tL39c3A3Dph94AaABAg","Janine want to far harassing these guys :(","149"
"https://yt3.ggpht.com/ytc/AIdro_k39uugtA3v2XgmDZjTQql46xHDbULnLd3F26D3BPree0w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@roofthetruth","@roofthetruth","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugw7tsLSKvBn9z6JipV4AaABAg&pp=0gcJCSIANpG00pGi","""So I'm guessing before the chocolate your mass pull up was like 1 or maybe 2, and you just did 5!""  shots fired and a good sales pitch i love it!","158"
"","https://www.youtube.com/@mayonasal_spray","@mayonasal_spray","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugxo03NlA8nO2hjgowF4AaABAg","It’s so encouraging to see people from minority groups breaking through prejudice and chasing their dreams! All the other giraffes out there: you can do this too!!!!","368"
"","https://www.youtube.com/@kayz1553","@kayz1553","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugz7YCoXDWhLli1-WAV4AaABAg","'Did you scientifically prove that water hydrates you'

Jheez.","46"
"","https://www.youtube.com/@Carlie_flower","@Carlie_flower","4 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgyBuXKsMLq0EZwDxI94AaABAg","""We've done research, you're the least liked""
He's my favorite...","22"
"","https://www.youtube.com/@GhostKillerEntertainment","@GhostKillerEntertainment","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgxZJoSlNp4pH-oPFy14AaABAg","There’s a bar here in the US called Awake Chocolate that’s also the same, but I’d give their product a try though!","740"
"","https://www.youtube.com/@caseymartinklein4002","@caseymartinklein4002","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgxaJ5iyS0FJdXaTnsJ4AaABAg","There is so much science investigating the effects of all the individual supplements and ingredients, so as long as they cite that research as the basis to their claim, they are fine.","50"
"","https://www.youtube.com/@kristijan9539","@kristijan9539","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgwXSmWru1B7Cgi42ft4AaABAg","Lady in red""This is Shark Tank soo for that reason I'm out""","149"
"","https://www.youtube.com/@mistyyy2250","@mistyyy2250","4 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgzhXmzEdwBsWqo4uzt4AaABAg","She’s incorrect. The ingredients have been scientifically proven to do so. When someone lists a product and says it does what it really does, it’s not the product itself that does it but the ingredients inside. 

Is she referring to coming up with your own chemical to say it does something specifically? Lol","206"
